Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2026091605012016,AHL,49,58,10,377.8,3778.0
2026091605012368,BEDC,58,11,10,304.0,3040.0
2026091605012247,BEDC,33,11,50,304.0,15200.0
2026091605012182,BEDC,58,50,250,302.5,75625.0
2026091605012006,BEDC,14,11,50,304.0,15200.0
2026091605012005,BEDC,14,90,200,304.0,60800.0
2026091605012228,BHDC,45,39,10,429.0,4290.0
2026091605012194,BHDC,36,62,100,428.1,42810.0
2026091605011964,BHDC,58,62,100,430.0,43000.0
2026091605012402,BHL,74,57,90,216.1,19449.0
2026091605012401,BHL,17,57,100,216.5,21650.0
2026091605012146,BHL,17,36,200,216.5,43300.0
2026091605012134,BHL,44,57,10,216.9,2169.0
2026091605012030,BHL,74,48,400,216.1,86440.0
2026091605012029,BHL,26,48,100,216.2,21620.0
2026091605012017,BHL,42,48,3,216.0,648.0
2026091605011991,BHL,74,58,10,216.1,2161.0
2026091605011966,BHL,74,6,500,216.1,108050.0
2026091605012120,BHPL,56,59,10,459.0,4590.0
2026091605011938,BHPL,45,19,161,450.2,72482.2
2026091605011937,BHPL,49,19,500,450.3,225150.0
2026091605011936,BHPL,28,19,100,452.1,45210.0
2026091605012313,CHDC,49,49,205,2368.0,485440.0
2026091605012312,CHDC,49,19,200,2368.0,473600.0
2026091605012311,CHDC,49,50,75,2368.0,177600.0
2026091605012310,CHDC,49,50,100,2368.0,236800.0
2026091605012309,CHDC,49,60,10,2367.9,23679.0
2026091605012308,CHDC,49,33,10,2360.0,23600.0
2026091605012083,CHDC,86,50,10,2368.0,23680.0
2026091605012152,CIT,51,17,116,1730.0,200680.0
2026091605012348,CKHL,82,38,20,599.3,11986.0
2026091605012347,CKHL,82,58,10,599.3,5993.0
2026091605012151,CKHL,45,16,10,599.0,5990.0
2026091605011965,CKHL,45,49,10,585.0,5850.0
2026091605012340,CLI,45,58,13,428.0,5564.0
2026091605012243,CLI,45,22,64,428.0,27392.0
2026091605012082,CLI,58,42,34,428.1,14555.4
2026091605011941,CLI,36,42,917,428.1,392567.7
2026091605012432,DOLTI,35,57,10,306.0,3060.0
2026091605012403,DOLTI,58,17,10,303.0,3030.0
2026091605012285,DOLTI,62,57,627,306.0,191862.0
2026091605012284,DOLTI,62,71,173,305.9,52920.7
2026091605012162,DOLTI,81,71,172,305.9,52614.8
2026091605012061,DOLTI,81,48,200,305.0,61000.0
2026091605012054,DOLTI,81,42,160,303.9,48624.0
2026091605012053,DOLTI,81,58,300,303.0,90900.0
2026091605011974,DOLTI,13,17,10,302.0,3020.0
2026091605012060,DOLTI,81,45,100,305.0,30500.0
2026091605012059,DOLTI,81,35,10,304.9,3049.0
2026091605012058,DOLTI,81,34,250,304.8,76200.0
2026091605012057,DOLTI,81,41,50,304.8,15240.0
2026091605012056,DOLTI,81,41,50,304.0,15200.0
2026091605012055,DOLTI,81,42,208,304.0,63232.0
2026091605012346,DORDI,32,34,67,255.6,17125.2
2026091605012345,DORDI,32,45,490,254.8,124852.0
2026091605012344,DORDI,32,25,40,254.7,10188.0
2026091605012343,DORDI,32,57,103,254.7,26234.1
2026091605011993,DORDI,48,56,50,252.9,12645.0
2026091605011992,DORDI,74,56,839,253.1,212350.9
2026091605011976,DORDI,74,57,161,253.0,40733.0
2026091605012307,DORDI,13,57,10,254.7,2547.0
2026091605012210,DORDI,14,43,50,252.9,12645.0
2026091605012153,DORDI,75,57,10,254.7,2547.0
2026091605012136,DORDI,33,57,10,254.7,2547.0
2026091605012125,DORDI,14,58,10,252.9,2529.0
2026091605011994,DORDI,14,56,111,252.9,28071.9
2026091605012388,EHPL,29,96,10,330.0,3300.0
2026091605011967,EHPL,5,42,"1,000",329.0,329000.0
2026091605012431,ENL,60,95,10,554.0,5540.0
2026091605012426,ENL,74,95,10,554.0,5540.0
2026091605012421,ENL,22,95,100,554.0,55400.0
2026091605012420,ENL,49,95,10,554.0,5540.0
2026091605012124,ENL,57,56,53,550.0,29150.0
2026091605011970,ENL,25,32,20,548.0,10960.0
2026091605011969,ENL,14,32,10,548.0,5480.0
2026091605011968,ENL,32,32,500,548.0,274000.0
2026091605011961,ENL,57,39,22,548.3,12062.6
2026091605011960,ENL,13,39,25,549.7,13742.5
2026091605011943,ENL,49,56,20,550.0,11000.0
2026091605012045,GCIL,25,22,500,378.0,189000.0
2026091605012044,GCIL,25,26,50,377.0,18850.0
2026091605012043,GCIL,25,56,568,377.0,214136.0
2026091605012023,GCIL,65,56,10,377.0,3770.0
2026091605012050,GCIL,25,28,186,378.7,70438.2
2026091605012049,GCIL,25,44,606,378.5,229371.0
2026091605012048,GCIL,25,46,190,378.5,71915.0
2026091605012047,GCIL,25,49,300,378.3,113490.0
2026091605012046,GCIL,25,45,100,378.2,37820.0
2026091605012156,GCIL,38,22,974,376.1,366321.4
2026091605012155,GCIL,3,22,"1,000",376.2,376200.0
2026091605012154,GCIL,17,22,26,376.2,9781.2
2026091605012425,GVL,45,22,10,493.8,4938.0
2026091605012306,GVL,58,22,72,493.8,35553.6
2026091605012296,HATHY,63,17,105,606.0,63630.0
2026091605012295,HATHY,63,48,27,605.0,16335.0
2026091605012294,HATHY,63,74,200,605.0,121000.0
2026091605012293,HATHY,63,74,200,605.0,121000.0
2026091605012292,HATHY,63,7,50,605.0,30250.0
2026091605012291,HATHY,63,44,86,604.9,52021.4
2026091605012173,HATHY,35,44,200,599.0,119800.0
2026091605012172,HATHY,35,49,60,599.0,35940.0
2026091605012171,HATHY,35,49,27,596.0,16092.0
2026091605012170,HATHY,35,51,12,595.1,7141.2
2026091605012169,HATHY,35,47,19,595.0,11305.0
2026091605012179,HATHY,35,44,27,600.1,16202.7
2026091605012178,HATHY,35,6,276,600.0,165600.0
2026091605012177,HATHY,35,58,47,600.0,28200.0
2026091605012176,HATHY,35,29,47,600.0,28200.0
2026091605012175,HATHY,35,49,100,600.0,60000.0
2026091605012174,HATHY,35,57,20,599.5,11990.0
2026091605012290,HATHY,63,53,70,603.0,42210.0
2026091605012289,HATHY,63,74,200,603.0,120600.0
2026091605012288,HATHY,63,42,27,603.0,16281.0
2026091605012287,HATHY,63,44,35,602.9,21101.5
2026091605012181,HATHY,35,44,15,602.9,9043.5
2026091605012180,HATHY,35,58,150,602.0,90300.0
2026091605012000,HDL,63,48,10,1202.2,12022.0
2026091605011963,HDL,59,16,50,1203.0,60150.0
2026091605011962,HDL,59,58,21,1203.0,25263.0
2026091605012119,HDL,38,34,70,1203.0,84210.0
2026091605012133,HDL,49,7,75,1204.0,90300.0
2026091605012132,HDL,49,19,100,1204.0,120400.0
2026091605012131,HDL,49,58,10,1204.0,12040.0
2026091605012130,HDL,49,14,315,1203.9,379228.5
2026091605012122,HDL,63,14,35,1203.9,42136.5
2026091605012121,HDL,63,22,15,1203.9,18058.5
2026091605012375,HHL,4,45,29,333.0,9657.0
2026091605012328,HHL,52,45,12,333.0,3996.0
2026091605012411,HIDCL,80,28,30,255.0,7650.0
2026091605012365,HIDCL,58,58,10,254.8,2548.0
2026091605012334,HIDCL,45,58,10,254.8,2548.0
2026091605012333,HIDCL,33,47,100,254.0,25400.0
2026091605012161,HIDCL,48,49,"1,000",254.5,254500.0
2026091605012020,HIDCL,33,45,100,254.0,25400.0
2026091605012019,HIDCL,33,4,86,254.0,21844.0
2026091605011988,HIDCL,48,4,14,254.0,3556.0
2026091605011987,HIDCL,48,16,986,254.0,250444.0
2026091605011986,HIDCL,56,49,500,253.2,126600.0
2026091605012336,HRL,90,90,500,520.2,260100.0
2026091605012273,HRL,90,90,500,520.2,260100.0
2026091605012251,HRL,45,84,200,521.0,104200.0
2026091605012123,HRL,45,84,25,521.0,13025.0
2026091605011939,HRL,90,90,"2,000",520.1,1040200.0
2026091605012052,HRL,44,80,100,520.0,52000.0
2026091605012051,HRL,45,80,20,520.1,10402.0
2026091605012157,ILI,19,38,20,418.9,8378.0
2026091605012144,ILI,22,25,50,420.0,21000.0
2026091605012084,KBSH,21,26,10,834.0,8340.0
2026091605011999,KDBY,42,72,100,10.15,1015.0
2026091605012428,MAKAR,58,33,"4,500",419.0,1885500.0
2026091605012390,MAKAR,38,45,100,419.5,41950.0
2026091605012190,MAKAR,57,45,60,419.5,25170.0
2026091605012070,MAKAR,94,62,10,419.8,4198.0
2026091605012069,MAKAR,94,38,30,419.0,12570.0
2026091605011959,MAKAR,58,42,"2,970",417.0,1238490.0
2026091605011958,MAKAR,44,42,30,417.0,12510.0
2026091605011942,MAKAR,58,38,150,419.0,62850.0
2026091605012430,MANDU,40,59,10,697.0,6970.0
2026091605012255,MANDU,40,34,"1,133",697.0,789701.0
2026091605012254,MANDU,34,34,242,698.0,168916.0
2026091605012253,MANDU,13,34,25,698.1,17452.5
2026091605012252,MANDU,90,34,500,698.2,349100.0
2026091605012220,MANDU,59,74,"1,955",708.0,1384140.0
2026091605012213,MANDU,59,58,90,706.9,63621.0
2026091605012212,MANDU,59,32,45,706.8,31806.0
2026091605012211,MANDU,59,32,10,706.8,7068.0
2026091605012085,MANDU,58,32,10,706.8,7068.0
2026091605012219,MANDU,59,101,100,708.0,70800.0
2026091605012218,MANDU,59,74,650,708.0,460200.0
2026091605012217,MANDU,59,48,100,707.0,70700.0
2026091605012216,MANDU,59,16,30,707.0,21210.0
2026091605012215,MANDU,59,45,10,707.0,7070.0
2026091605012214,MANDU,59,53,10,706.9,7069.0
2026091605012106,MBJC,33,45,33,295.0,9735.0
2026091605012105,MBJC,33,38,100,295.0,29500.0
2026091605012104,MBJC,33,79,50,295.0,14750.0
2026091605012103,MBJC,33,11,30,295.0,8850.0
2026091605012102,MBJC,33,58,10,295.0,2950.0
2026091605012101,MBJC,33,1,467,295.0,137765.0
2026091605012094,MBJC,33,54,50,294.5,14725.0
2026091605012093,MBJC,33,17,200,294.4,58880.0
2026091605012092,MBJC,33,19,200,293.5,58700.0
2026091605012100,MBJC,33,43,200,294.9,58980.0
2026091605012099,MBJC,33,57,20,294.9,5898.0
2026091605012098,MBJC,33,60,100,294.8,29480.0
2026091605012097,MBJC,33,26,200,294.7,58940.0
2026091605012096,MBJC,33,33,240,294.6,70704.0
2026091605012095,MBJC,33,60,100,294.6,29460.0
2026091605012205,MCHL,42,44,10,274.0,2740.0
2026091605012204,MCHL,42,64,40,273.0,10920.0
2026091605012203,MCHL,42,38,50,272.0,13600.0
2026091605012378,MEHL,44,94,170,255.0,43350.0
2026091605012377,MEHL,57,94,800,255.1,204080.0
2026091605012349,MEHL,57,38,100,255.1,25510.0
2026091605012266,MEHL,44,60,24,255.0,6120.0
2026091605012265,MEHL,33,60,165,255.0,42075.0
2026091605012264,MEHL,7,60,250,255.0,63750.0
2026091605012064,MEHL,25,44,700,256.0,179200.0
2026091605012063,MEHL,22,44,"1,170",256.1,299637.0
2026091605012024,MEHL,58,41,40,256.5,10260.0
2026091605012222,MEHL,56,36,100,255.4,25540.0
2026091605012107,MEHL,16,18,"1,000",256.0,256000.0
2026091605012068,MEHL,56,44,570,255.4,145578.0
2026091605012067,MEHL,29,44,690,255.5,176295.0
2026091605012066,MEHL,57,44,610,255.8,156038.0
2026091605012065,MEHL,48,44,760,256.0,194560.0
2026091605012239,MEHL,91,70,20,255.0,5100.0
2026091605012238,MEHL,58,70,100,255.0,25500.0
2026091605012237,MEHL,36,70,200,255.0,51000.0
2026091605012236,MEHL,84,70,100,255.0,25500.0
2026091605012235,MEHL,58,70,500,255.0,127500.0
2026091605012234,MEHL,56,70,830,255.4,211982.0
2026091605012263,MEHL,28,60,150,255.0,38250.0
2026091605012262,MEHL,7,60,100,255.0,25500.0
2026091605012261,MEHL,57,60,500,255.0,127500.0
2026091605012260,MEHL,51,60,500,255.0,127500.0
2026091605012259,MEHL,13,60,311,255.0,79305.0
2026091605012240,MEHL,13,70,"1,280",255.0,326400.0
2026091605012189,MEL,52,41,10,214.7,2147.0
2026091605012135,MEL,57,38,10,212.8,2128.0
2026091605011978,MEL,57,10,100,214.0,21400.0
2026091605011977,MEL,41,10,10,214.1,2141.0
2026091605011984,MEL,58,10,300,213.0,63900.0
2026091605011983,MEL,42,10,300,213.0,63900.0
2026091605011982,MEL,59,10,20,213.0,4260.0
2026091605011981,MEL,41,10,490,213.1,104419.0
2026091605011980,MEL,47,10,50,213.2,10660.0
2026091605011979,MEL,42,10,144,213.2,30700.8
2026091605012090,MEL,57,58,160,212.8,34048.0
2026091605012089,MEL,11,58,40,213.0,8520.0
2026091605012022,MEL,57,98,80,212.8,17024.0
2026091605011985,MEL,57,10,86,212.8,18300.8
2026091605012226,MHCL,49,38,50,290.1,14505.0
2026091605012225,MHCL,5,38,200,290.5,58100.0
2026091605012224,MHCL,45,38,100,290.6,29060.0
2026091605012410,MHL,42,60,10,463.9,4639.0
2026091605012209,MKHC,42,14,48,258.1,12388.8
2026091605012208,MKHC,49,14,30,259.0,7770.0
2026091605012207,MKHC,33,14,50,259.0,12950.0
2026091605012206,MKHC,45,14,372,259.0,96348.0
2026091605012086,MKHC,58,13,10,260.0,2600.0
2026091605012337,MKJC,16,26,100,294.5,29450.0
2026091605012245,MKJC,48,59,"1,340",294.2,394228.0
2026091605012244,MKJC,45,59,350,294.5,103075.0
2026091605012233,MKJC,42,58,30,295.0,8850.0
2026091605012298,NICFC,88,39,"1,205",8.96,10796.8
2026091605012327,NIFRA,51,91,364,250.8,91291.2
2026091605012242,NIFRA,58,38,14,250.3,3504.2
2026091605012117,NIFRA,36,58,50,250.3,12515.0
2026091605012116,NIFRA,36,91,166,250.3,41549.8
2026091605012091,NIFRA,45,11,30,250.2,7506.0
2026091605012028,NIFRA,45,58,50,250.2,12510.0
2026091605012002,NIFRA,45,91,234,250.3,58570.2
2026091605011944,NIFRA,35,74,200,250.5,50100.0
2026091605012424,NRIC,71,35,27,840.0,22680.0
2026091605012423,NRIC,71,34,173,830.0,143590.0
2026091605012283,NRIC,20,34,27,830.0,22410.0
2026091605012282,NRIC,20,58,"3,204",830.0,2659320.0
2026091605012281,NRIC,20,94,500,829.9,414950.0
2026091605012280,NRIC,20,38,50,829.0,41450.0
2026091605011950,NRIC,43,58,300,820.0,246000.0
2026091605011949,NRIC,35,58,50,820.0,41000.0
2026091605011948,NRIC,17,58,375,820.0,307500.0
2026091605011947,NRIC,32,58,200,822.0,164400.0
2026091605012025,NRIC,34,50,10,820.0,8200.0
2026091605011975,NRIC,34,58,290,820.0,237800.0
2026091605011953,NRIC,74,58,"1,000",820.0,820000.0
2026091605011952,NRIC,4,58,45,820.0,36900.0
2026091605011951,NRIC,3,58,100,820.0,82000.0
2026091605012279,NRIC,20,38,853,829.0,707137.0
2026091605012278,NRIC,20,83,200,827.0,165400.0
2026091605012277,NRIC,20,45,53,826.9,43825.7
2026091605012276,NRIC,20,86,20,825.0,16500.0
2026091605012275,NRIC,20,38,50,824.0,41200.0
2026091605012274,NRIC,20,48,43,824.0,35432.0
2026091605012364,NRM,79,32,10,295.0,2950.0
2026091605012168,NRM,79,29,24,295.0,7080.0
2026091605012167,NRM,57,29,100,295.0,29500.0
2026091605012166,NRM,42,29,108,295.0,31860.0
2026091605012165,NRM,65,29,118,295.0,34810.0
2026091605012164,NRM,50,29,150,295.5,44325.0
2026091605012031,NRM,50,46,50,295.5,14775.0
2026091605012435,NRN,29,6,100,1439.9,143990.0
2026091605012427,NRN,58,29,95,1439.0,136705.0
2026091605012418,NRN,58,21,470,1425.9,670173.0
2026091605012417,NRN,67,21,500,1426.6,713300.0
2026091605012416,NRN,86,21,100,1427.1,142710.0
2026091605012415,NRN,71,21,"1,000",1427.4,1427400.0
2026091605012010,NRN,60,6,15,1431.1,21466.5
2026091605012012,NRN,90,6,21,1431.0,30051.0
2026091605012011,NRN,69,6,64,1431.0,91584.0
2026091605012150,NRN,58,89,20,1440.0,28800.0
2026091605012149,NRN,58,58,100,1439.9,143990.0
2026091605012148,NRN,58,87,30,1439.0,43170.0
2026091605012315,NRN,34,89,30,1431.0,42930.0
2026091605012267,NRN,13,29,10,1439.0,14390.0
2026091605012246,NRN,58,89,10,1440.0,14400.0
2026091605012193,NRN,90,17,70,1431.0,100170.0
2026091605012192,NRN,50,17,100,1431.1,143110.0
2026091605012191,NRN,36,17,30,1432.0,42960.0
2026091605012321,NRN,58,89,15,1430.0,21450.0
2026091605012320,NRN,86,89,150,1430.0,214500.0
2026091605012319,NRN,50,89,50,1430.0,71500.0
2026091605012318,NRN,48,89,120,1430.1,171612.0
2026091605012317,NRN,64,89,250,1430.1,357525.0
2026091605012316,NRN,69,89,50,1430.2,71510.0
2026091605012371,NRN,58,89,495,1430.0,707850.0
2026091605012326,NRN,80,89,100,1430.0,143000.0
2026091605012325,NRN,94,89,10,1430.0,14300.0
2026091605012324,NRN,80,89,100,1430.0,143000.0
2026091605012323,NRN,94,89,50,1430.0,71500.0
2026091605012322,NRN,94,89,50,1430.0,71500.0
2026091605012414,NRN,65,21,10,1427.4,14274.0
2026091605012413,NRN,95,21,100,1428.2,142820.0
2026091605012412,NRN,18,21,20,1428.3,28566.0
2026091605012374,NRN,58,29,395,1439.0,568405.0
2026091605012373,NRN,58,4,10,1432.0,14320.0
2026091605012372,NRN,58,6,100,1431.0,143100.0
2026091605012342,NYADI,48,13,10,368.9,3689.0
2026091605012389,PHCL,44,52,607,310.0,188170.0
2026091605012387,PHCL,44,17,400,310.0,124000.0
2026091605012370,PHCL,26,21,290,310.3,89987.0
2026091605012369,PHCL,26,58,10,310.3,3103.0
2026091605012305,PHCL,51,45,10,310.2,3102.0
2026091605012229,PHCL,44,42,256,310.0,79360.0
2026091605012118,PHCL,44,34,270,310.0,83700.0
2026091605012014,PHCL,69,42,600,310.2,186120.0
2026091605011957,PHCL,44,17,200,310.0,62000.0
2026091605011956,PHCL,44,35,10,310.0,3100.0
2026091605011955,PHCL,44,14,257,310.0,79670.0
2026091605012137,PPL,34,57,10,320.0,3200.0
2026091605012062,PPL,34,87,100,318.3,31830.0
2026091605012297,RAWA,14,18,20,415.0,8300.0
2026091605012286,RAWA,38,18,267,415.0,110805.0
2026091605012227,RFPL,77,94,100,336.0,33600.0
2026091605012009,RFPL,18,64,"2,708",335.1,907450.8
2026091605012008,RFPL,38,64,30,335.2,10056.0
2026091605012007,RFPL,82,64,212,335.2,71062.4
2026091605012339,RHGCL,72,42,969,264.0,255816.0
2026091605012338,RHGCL,4,42,31,264.0,8184.0
2026091605012268,RHGCL,4,5,969,264.0,255816.0
2026091605012163,RNLI,32,29,1,421.0,421.0
2026091605012128,RNLI,32,35,1,420.0,420.0
2026091605012071,RNLI,43,34,61,429.2,26181.2
2026091605011990,RNLI,38,19,12,430.0,5160.0
2026091605011940,RNLI,32,34,1,417.1,417.1
2026091605012434,SAHAS,45,94,284,694.0,197096.0
2026091605012332,SAHAS,18,94,216,694.0,149904.0
2026091605012331,SAHAS,48,17,100,695.0,69500.0
2026091605012271,SAHAS,18,26,144,694.0,99936.0
2026091605012270,SAHAS,18,26,79,694.0,54826.0
2026091605012269,SAHAS,39,26,177,694.0,122838.0
2026091605012250,SAHAS,39,42,23,694.0,15962.0
2026091605012249,SAHAS,19,42,27,694.0,18738.0
2026091605012248,SAHAS,7,42,450,694.1,312345.0
2026091605012160,SAHAS,7,17,19,695.0,13205.0
2026091605012147,SAHAS,42,17,17,695.0,11815.0
2026091605012026,SAHAS,54,42,480,696.0,334080.0
2026091605012304,SANVI,52,56,10,573.0,5730.0
2026091605012088,SANVI,34,49,12,570.0,6840.0
2026091605012087,SANVI,16,49,52,570.0,29640.0
2026091605012018,SANVI,36,49,20,570.1,11402.0
2026091605012406,SEF,17,39,"10,000",9.57,95700.0
2026091605012405,SEF,62,39,"10,000",9.58,95800.0
2026091605012404,SGHC,35,48,10,304.6,3046.0
2026091605012302,SGHC,68,38,64,305.0,19520.0
2026091605012301,SGHC,68,91,150,305.0,45750.0
2026091605012300,SGHC,68,7,586,304.7,178554.2
2026091605012299,SGHC,48,7,59,304.7,17977.3
2026091605012419,SHIVM,49,59,40,676.3,27052.0
2026091605012232,SHIVM,38,28,80,675.0,54000.0
2026091605012231,SHIVM,32,28,30,675.0,20250.0
2026091605012230,SHIVM,25,28,500,675.0,337500.0
2026091605012223,SHIVM,25,52,105,675.0,70875.0
2026091605012198,SHIVM,25,6,250,675.0,168750.0
2026091605011954,SHIVM,74,58,30,676.3,20289.0
2026091605012034,SHIVM,57,28,50,676.1,33805.0
2026091605012033,SHIVM,17,28,200,676.2,135240.0
2026091605012032,SHIVM,74,28,"1,380",676.3,933294.0
2026091605012013,SHIVM,74,45,400,676.3,270520.0
2026091605012003,SHIVM,67,11,"1,000",676.6,676600.0
2026091605011998,SHIVM,74,49,31,676.3,20965.3
2026091605012040,SHIVM,38,28,500,676.0,338000.0
2026091605012039,SHIVM,42,28,10,676.0,6760.0
2026091605012038,SHIVM,81,28,500,676.0,338000.0
2026091605012037,SHIVM,34,28,500,676.0,338000.0
2026091605012036,SHIVM,41,28,50,676.0,33800.0
2026091605012035,SHIVM,17,28,200,676.0,135200.0
2026091605012112,SHIVM,59,28,50,675.1,33755.0
2026091605012111,SHIVM,57,28,60,675.1,40506.0
2026091605012110,SHIVM,17,28,"2,500",675.1,1687750.0
2026091605012109,SHIVM,17,28,200,675.2,135040.0
2026091605012108,SHIVM,57,28,"1,000",675.2,675200.0
2026091605012041,SHIVM,45,28,500,676.0,338000.0
2026091605012188,SHIVM,25,53,145,675.0,97875.0
2026091605012187,SHIVM,41,53,20,675.0,13500.0
2026091605012186,SHIVM,29,53,25,675.0,16875.0
2026091605012185,SHIVM,14,53,810,675.0,546750.0
2026091605012129,SHIVM,67,28,500,676.0,338000.0
2026091605012113,SHIVM,14,28,"1,190",675.0,803250.0
2026091605012363,SIKLES,58,11,73,582.0,42486.0
2026091605012362,SIKLES,58,57,40,580.0,23200.0
2026091605012361,SIKLES,58,26,50,580.0,29000.0
2026091605012360,SIKLES,58,43,13,580.0,7540.0
2026091605012359,SIKLES,58,11,20,578.0,11560.0
2026091605012358,SIKLES,58,58,11,577.0,6347.0
2026091605011972,SIKLES,16,13,54,573.0,30942.0
2026091605011971,SIKLES,58,13,60,573.0,34380.0
2026091605012351,SIKLES,58,45,500,575.0,287500.0
2026091605012350,SIKLES,58,29,161,575.0,92575.0
2026091605012159,SIKLES,22,54,181,573.0,103713.0
2026091605012158,SIKLES,74,54,119,573.0,68187.0
2026091605012042,SIKLES,58,29,100,575.0,57500.0
2026091605011973,SIKLES,74,13,86,573.0,49278.0
2026091605012357,SIKLES,58,11,20,577.0,11540.0
2026091605012356,SIKLES,58,38,150,576.0,86400.0
2026091605012355,SIKLES,58,45,500,576.0,288000.0
2026091605012354,SIKLES,58,56,15,576.0,8640.0
2026091605012353,SIKLES,58,77,315,576.0,181440.0
2026091605012352,SIKLES,58,48,132,575.0,75900.0
2026091605012335,SMHL,58,90,50,462.7,23135.0
2026091605011997,SMHL,32,57,49,462.0,22638.0
2026091605011989,SMHL,32,57,451,462.0,208362.0
2026091605012407,SMJC,43,16,20,422.0,8440.0
2026091605012376,SMJC,36,16,60,422.0,25320.0
2026091605012330,SMJC,5,45,100,420.0,42000.0
2026091605012329,SMJC,5,34,290,420.0,121800.0
2026091605012241,SMJC,5,91,190,419.9,79781.0
2026091605012115,SMJC,42,91,10,419.9,4199.0
2026091605012114,SMJC,42,45,10,419.0,4190.0
2026091605012001,SMJC,5,58,37,415.0,15355.0
2026091605012258,SONA,48,60,110,401.9,44209.0
2026091605012257,SONA,48,40,250,401.9,100475.0
2026091605012256,SONA,48,45,100,401.5,40150.0
2026091605012184,SONA,54,4,10,401.0,4010.0
2026091605012183,SONA,54,42,10,401.0,4010.0
2026091605012021,SONA,56,34,50,400.5,20025.0
2026091605012004,SONA,56,91,24,400.5,9612.0
2026091605012386,SPC,42,74,10,392.3,3923.0
2026091605012197,SPC,67,29,11,397.7,4374.7
2026091605012196,SPC,67,74,10,397.6,3976.0
2026091605012195,SPC,67,74,10,392.4,3924.0
2026091605012385,SPHL,39,48,10,515.0,5150.0
2026091605012380,SPHL,58,48,10,515.0,5150.0
2026091605012429,SPL,82,34,10,622.9,6229.0
2026091605012409,SPL,35,34,10,622.9,6229.0
2026091605012221,STC,49,32,10,5540.0,55400.0
2026091605012127,STC,49,58,10,5538.0,55380.0
2026091605012126,STC,49,43,40,5519.0,220760.0
2026091605012027,STC,49,43,10,5519.0,55190.0
2026091605012433,TAMOR,84,49,150,526.1,78915.0
2026091605012408,TAMOR,22,49,20,526.1,10522.0
2026091605012400,TAMOR,84,8,364,524.0,190736.0
2026091605012399,TAMOR,92,8,768,524.1,402508.8
2026091605012398,TAMOR,14,8,100,524.5,52450.0
2026091605012397,TAMOR,33,8,"1,000",524.5,524500.0
2026091605012075,TAMOR,58,86,600,525.1,315060.0
2026091605012074,TAMOR,100,86,500,525.1,262550.0
2026091605012073,TAMOR,6,86,508,525.4,266903.2
2026091605012072,TAMOR,16,86,200,526.0,105200.0
2026091605012015,TAMOR,34,49,"5,000",526.1,2630500.0
2026091605012081,TAMOR,37,86,453,525.0,237825.0
2026091605012080,TAMOR,74,86,89,525.0,46725.0
2026091605012079,TAMOR,32,86,100,525.0,52500.0
2026091605012078,TAMOR,5,86,200,525.0,105000.0
2026091605012077,TAMOR,53,86,100,525.0,52500.0
2026091605012076,TAMOR,53,86,250,525.0,131250.0
2026091605012341,TAMOR,100,49,100,526.1,52610.0
2026091605012272,TAMOR,33,86,90,525.0,47250.0
2026091605012202,TAMOR,56,43,23,524.5,12063.5
2026091605012201,TAMOR,50,43,130,525.0,68250.0
2026091605012200,TAMOR,58,43,100,525.0,52500.0
2026091605012199,TAMOR,37,43,47,525.0,24675.0
2026091605012396,TAMOR,98,8,300,524.5,157350.0
2026091605012395,TAMOR,56,8,477,524.5,250186.5
2026091605012394,TAMOR,57,8,101,524.6,52984.6
2026091605012393,TAMOR,33,8,500,525.0,262500.0
2026091605012392,TAMOR,44,8,90,525.0,47250.0
2026091605012391,TAMOR,33,8,410,525.0,215250.0
2026091605012143,TPC,59,41,670,365.0,244550.0
2026091605012142,TPC,43,41,50,365.0,18250.0
2026091605012141,TPC,47,41,10,365.0,3650.0
2026091605012140,TPC,38,41,20,367.0,7340.0
2026091605012139,TPC,56,41,100,368.0,36800.0
2026091605012138,TPC,42,41,150,369.0,55350.0
2026091605011946,TSHL,34,19,500,350.0,175000.0
2026091605011945,TSHL,58,19,20,350.1,7002.0
2026091605012383,TVCL,63,99,20,310.0,6200.0
2026091605012382,TVCL,26,99,100,310.0,31000.0
2026091605012381,TVCL,101,99,210,310.0,65100.0
2026091605012367,UHEWA,25,99,10,597.0,5970.0
2026091605012366,UHEWA,25,13,40,596.0,23840.0
2026091605012314,UHEWA,34,13,10,596.0,5960.0
2026091605012303,UHEWA,48,13,50,596.0,29800.0
2026091605011996,UHEWA,48,38,10,597.9,5979.0
2026091605011995,UHEWA,48,92,45,597.0,26865.0
2026091605012384,ULHC,11,34,10,327.0,3270.0
2026091605012379,ULHC,58,34,10,327.0,3270.0
2026091605012145,USHEC,34,17,100,496.2,49620.0
2026091605012422,USHL,60,29,10,523.5,5235.0
2026091605011603,AHL,7,33,10,377.0,3770.0
2026091605011444,AHL,7,25,10,377.0,3770.0
2026091605011717,BBC,38,59,10,4100.0,41000.0
2026091605011695,BEDC,42,11,120,302.5,36300.0
2026091605011575,BEDC,42,3,50,302.5,15125.0
2026091605011665,BGWT,64,97,602,490.0,294980.0
2026091605011613,BGWT,57,97,20,490.1,9802.0
2026091605011612,BGWT,36,97,30,490.1,14703.0
2026091605011775,BHDC,58,48,100,430.0,43000.0
2026091605011584,BHDC,58,45,100,428.0,42800.0
2026091605011583,BHDC,58,38,169,428.0,72332.0
2026091605011581,BHDC,36,26,100,426.4,42640.0
